"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ESP","Spain","2018","2018",22.26665,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ESP","Spain","2020","2020",20.80768,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ESP","Spain","2021","2021",21.46226,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CZE","Czechia","2017","2017",23.86177,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CZE","Czechia","2018","2018",26.11807,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CZE","Czechia","2019","2019",25.85884,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CZE","Czechia","2020","2020",25.87601,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CZE","Czechia","2021","2021",25.46944,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MDA","Republic of Moldova","2018","2018",23.47611,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MDA","Republic of Moldova","2019","2019",24.76057,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MDA","Republic of Moldova","2020","2020",25.42422,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MDA","Republic of Moldova","2021","2021",25.00672,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MDA","Republic of Moldova","2022","2022",23.30611,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BGD","Bangladesh","2017","2017",11.27612,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BGD","Bangladesh","2019","2019",11.14589,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BGD","Bangladesh","2020","2020",11.14585,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SVN","Slovenia","2017","2017",26.6132,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SVN","Slovenia","2018","2018",27.23022,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SVN","Slovenia","2019","2019",27.96894,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SVN","Slovenia","2020","2020",28.64335,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SVN","Slovenia","2021","2021",28.14019,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SVN","Slovenia","2022","2022",29.52951,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GEO","Georgia","2017","2017",21.87618,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GEO","Georgia","2018","2018",21.23758,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GEO","Georgia","2019","2019",24.55977,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GEO","Georgia","2020","2020",18.6393,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GEO","Georgia","2021","2021",19.57872,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GEO","Georgia","2022","2022",19.64207,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SAU","Saudi Arabia","2017","2017",21.91364,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SAU","Saudi Arabia","2018","2018",21.13605,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SAU","Saudi Arabia","2019","2019",22.03462,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SAU","Saudi Arabia","2020","2020",23.34181,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SAU","Saudi Arabia","2021","2021",22.78041,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SAU","Saudi Arabia","2022","2022",28.06866,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ISL","Iceland","2018","2018",18.59193,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ISL","Iceland","2019","2019",20.20571,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ISL","Iceland","2020","2020",18.16979,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ISL","Iceland","2021","2021",17.03916,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LTU","Lithuania","2017","2017",25.66826,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LTU","Lithuania","2018","2018",26.82268,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LTU","Lithuania","2019","2019",27.26619,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LTU","Lithuania","2020","2020",26.02807,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LTU","Lithuania","2021","2021",25.7663,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BFA","Burkina Faso","2017","2017",15.42149,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BFA","Burkina Faso","2018","2018",19.6786,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BFA","Burkina Faso","2019","2019",20.2646,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BFA","Burkina Faso","2020","2020",20.34582,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BFA","Burkina Faso","2021","2021",20.67567,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BFA","Burkina Faso","2022","2022",25.33753,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LVA","Latvia","2017","2017",20.87475,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LVA","Latvia","2018","2018",20.17184,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LVA","Latvia","2019","2019",19.92861,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LVA","Latvia","2020","2020",19.33219,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LVA","Latvia","2021","2021",19.36493,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2017","2017",27.50337,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2018","2018",26.6392,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2019","2019",27.32247,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2020","2020",27.00832,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2021","2021",28.16707,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2022","2022",28.99387,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DNK","Denmark","2017","2017",20.97698,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DNK","Denmark","2018","2018",22.20288,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DNK","Denmark","2019","2019",22.53786,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DNK","Denmark","2020","2020",23.00643,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DNK","Denmark","2021","2021",23.99499,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","NZL","New Zealand","2017","2017",21.17613,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","NZL","New Zealand","2018","2018",21.3766,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","NZL","New Zealand","2019","2019",22.99415,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","NZL","New Zealand","2020","2020",23.6303,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","NZL","New Zealand","2021","2021",22.74142,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MCO","Monaco","2017","2017",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MCO","Monaco","2018","2018",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MCO","Monaco","2019","2019",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MCO","Monaco","2020","2020",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MCO","Monaco","2021","2021",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MCO","Monaco","2022","2022",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MCO","Monaco","2023","2023",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MAR","Morocco","2017","2017",19.04937,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MAR","Morocco","2019","2019",18.95167,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MAR","Morocco","2020","2020",20.38677,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MAR","Morocco","2021","2021",28.89999,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","MAR","Morocco","2022","2022",27.22544,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DEU","Germany","2017","2017",35.55347,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DEU","Germany","2018","2018",35.30881,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DEU","Germany","2019","2019",36.78193,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DEU","Germany","2020","2020",35.82162,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","DEU","Germany","2021","2021",35.13889,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ALB","Albania","2017","2017",19.35248,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ALB","Albania","2018","2018",20.62859,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ALB","Albania","2019","2019",18.82147,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ALB","Albania","2020","2020",20.11007,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ALB","Albania","2021","2021",18.54084,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ALB","Albania","2022","2022",20.81203,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CHL","Chile","2017","2017",20.46534,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CHL","Chile","2018","2018",20.94617,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CHL","Chile","2019","2019",20.56811,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CHL","Chile","2020","2020",21.40974,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CHL","Chile","2021","2021",20.50561,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","CHL","Chile","2022","2022",21.3828,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IND","India","2017","2017",32.63761,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IND","India","2018","2018",32.64561,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IND","India","2019","2019",32.16665,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IND","India","2020","2020",33.71129,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IND","India","2021","2021",30.68636,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","IND","India","2022","2022",29.32785,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","PSE","Palestine","2017","2017",15.82976,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","PSE","Palestine","2018","2018",15.42122,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","PSE","Palestine","2019","2019",14.67392,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","PSE","Palestine","2020","2020",14.77087,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","PSE","Palestine","2021","2021",15.29878,,
